Country,Job Title,Age,Quantity,Percentage
Italy,Database Tester,31,1,0.01%
Italy,Database Tester,21,1,0.01%
Italy,Database Software Technician,38,1,0.01%
Italy,Database Specialist,51,1,0.01%
Italy,Database Specialist,44,1,0.01%
Italy,Database Specialist,35,1,0.01%
Italy,Database Software Technician,56,1,0.01%
Italy,Database Software Technician,48,1,0.01%
Italy,Database Software Technician,45,1,0.01%
Italy,Database Software Technician,43,1,0.01%
Italy,Database Software Technician,41,1,0.01%
Italy,Database Marketing Analyst,44,1,0.01%
Italy,Database Marketing Analyst,41,1,0.01%
Italy,Database Marketing Analyst,40,1,0.01%
Italy,Database Developer,31,1,0.01%
Italy,Database Development and Administration Project Manager,47,1,0.01%
Italy,Database Development and Administration Project Manager,44,1,0.01%
Italy,Database Development and Administration Project Manager,43,1,0.01%
Italy,Database Development and Administration Project Manager,41,1,0.01%
Italy,Database Development and Administration Project Manager,35,1,0.01%
Italy,Database Development Project Manager,43,1,0.01%
Italy,Database Development Project Manager,41,1,0.01%
Italy,Database Developer,40,1,0.01%
Italy,Database Designer,62,1,0.01%
Italy,Database Engineer,20,1,0.01%
Italy,Database Designer,45,1,0.01%
Italy,Database Designer,41,1,0.01%
Italy,Database Designer,40,1,0.01%
Italy,Database Designer,28,1,0.01%
Italy,Database Designer,27,1,0.01%
Italy,Database Designer,21,1,0.01%
Italy,Database Design Analyst,62,1,0.01%
Italy,Database Design Analyst,47,1,0.01%
Italy,Database Development and Administration Project Manager,59,1,0.01%
Italy,Database Engineer,29,1,0.01%
Italy,Database Manager,51,1,0.01%
Italy,Database Management System Specialist (DBMS Specialist),55,1,0.01%
Italy,Database Manager,50,1,0.01%
Italy,Database Manager,45,1,0.01%
Italy,Database Manager,44,1,0.01%
Italy,Database Manager,42,1,0.01%
Italy,Database Manager,40,1,0.01%
Italy,Database Manager,30,1,0.01%
Italy,Database Manager,29,1,0.01%
Italy,Database Management System Specialist (DBMS Specialist),56,1,0.01%
Italy,Database Management System Specialist (DBMS Specialist),54,1,0.01%
Italy,Database Engineer,34,1,0.01%
Italy,Database Management System Specialist (DBMS Specialist),49,1,0.01%
Italy,Database Management System Specialist (DBMS Specialist),41,1,0.01%
Italy,Database Management System Specialist (DBMS Specialist),38,1,0.01%
Italy,Database Management System Specialist (DBMS Specialist),27,1,0.01%
Italy,Database Management System Specialist (DBMS Specialist),26,1,0.01%
Italy,Database Engineer,55,1,0.01%
Italy,Database Engineer,45,1,0.01%
Italy,Database Engineer,39,1,0.01%
Italy,Databases Computer Consultant,27,1,0.01%
Italy,Databases Computer Consultant,42,1,0.01%
Italy,Databases Computer Consultant,45,1,0.01%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),35,1,0.01%
Italy,Head of Information Systems and Data Processing,44,1,0.01%
Italy,Head of Information Systems and Data Processing,34,1,0.01%
Italy,Head of Information Systems and Data Processing,20,1,0.01%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),59,1,0.01%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),50,1,0.01%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),49,1,0.01%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),42,1,0.01%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),40,1,0.01%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),30,1,0.01%
Italy,Head of Information Systems and Data Processing,49,1,0.01%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),27,1,0.01%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),26,1,0.01%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),15,1,0.01%
Italy,Geographic Information Systems Data Specialist (GIS Data Specialist),50,1,0.01%
Italy,Geographic Information Systems Data Specialist (GIS Data Specialist),46,1,0.01%
Italy,Geographic Information Systems Data Specialist (GIS Data Specialist),43,1,0.01%
Italy,Geographic Information Systems Data Specialist (GIS Data Specialist),41,1,0.01%
Italy,Geographic Information Systems Data Specialist (GIS Data Specialist),34,1,0.01%
Italy,Head of Information Systems and Data Processing,46,1,0.01%
Italy,Health Data Analyst,35,1,0.01%
Italy,Geographic Information Systems Data Manager (GIS Data Manager),59,1,0.01%
Italy,Internet Database Specialist,58,1,0.01%
Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",52,1,0.01%
Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",46,1,0.01%
Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",41,1,0.01%
Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",40,1,0.01%
Italy,Naval Tactical Data System--Combat Information Center Officer,40,1,0.01%
Italy,Micro Computer Data Processor,62,1,0.01%
Italy,Micro Computer Data Processor,27,1,0.01%
Italy,Marketing Database Analyst,54,1,0.01%
Italy,Internet Database Specialist,54,1,0.01%
Italy,Health Data Analyst,39,1,0.01%
Italy,Internet Database Specialist,48,1,0.01%
Italy,Internet Database Specialist,45,1,0.01%
Italy,Internet Database Specialist,41,1,0.01%
Italy,Internet Database Specialist,39,1,0.01%
Italy,Internet Database Specialist,35,1,0.01%
Italy,Internet Database Specialist,30,1,0.01%
Italy,Internet Database Specialist,28,1,0.01%
Italy,Health Data Analyst,44,1,0.01%
Italy,Geographic Information Systems Data Specialist (GIS Data Specialist),33,1,0.01%
Italy,Geographic Information Systems Data Manager (GIS Data Manager),52,1,0.01%
Italy,Databases Computer Consultant,51,1,0.01%
Italy,Electronic Data Interchange System Developer (EDI System Developer),37,1,0.01%
Italy,Electronic Data Processing Auditor (EDP Auditor),45,1,0.01%
Italy,Electronic Data Processing Auditor (EDP Auditor),44,1,0.01%
Italy,Electronic Data Processing Auditor (EDP Auditor),43,1,0.01%
Italy,Electronic Data Processing Auditor (EDP Auditor),39,1,0.01%
Italy,Electronic Data Processing Auditor (EDP Auditor),35,1,0.01%
Italy,Electronic Data Processing Auditor (EDP Auditor),24,1,0.01%
Italy,Electronic Data Interchange System Developer (EDI System Developer),45,1,0.01%
Italy,Electronic Data Interchange System Developer (EDI System Developer),39,1,0.01%
Italy,Electronic Data Interchange System Developer (EDI System Developer),20,1,0.01%
Italy,Electronic Data Processing Auditor (EDP Auditor),53,1,0.01%
Italy,Director of Data Operations,46,1,0.01%
Italy,Director of Data Operations,43,1,0.01%
Italy,Director of Data Operations,38,1,0.01%
Italy,Director of Data Operations,22,1,0.01%
Italy,Datastage Developer,42,1,0.01%
Italy,Databases Software Consultant,47,1,0.01%
Italy,Databases Software Consultant,39,1,0.01%
Italy,Databases Software Consultant,31,1,0.01%
Italy,Electronic Data Processing Auditor (EDP Auditor),47,1,0.01%
Italy,"Engineer, System Electronic Data Processing (Engineer, System EDP)",24,1,0.01%
Italy,Geographic Information Systems Data Manager (GIS Data Manager),47,1,0.01%
Italy,GPS Field Data Collector (Global Positioning System Field Data Collector),49,1,0.01%
Italy,Geographic Information Systems Data Manager (GIS Data Manager),36,1,0.01%
Italy,Geographic Information Systems Data Manager (GIS Data Manager),25,1,0.01%
Italy,Geographic Information Systems Data Manager (GIS Data Manager),20,1,0.01%
Italy,Geographic Information Systems Data Administrator (GIS Data Administrator),57,1,0.01%
Italy,Geographic Information Systems Data Administrator (GIS Data Administrator),45,1,0.01%
Italy,Geographic Information Systems Data Administrator (GIS Data Administrator),40,1,0.01%
Italy,Geographic Information Systems Data Administrator (GIS Data Administrator),28,1,0.01%
Italy,Geographic Information Systems Data Administrator (GIS Data Administrator),18,1,0.01%
Italy,Flight Test Data Acquisition Technician,40,1,0.01%
Italy,"Engineer, System Electronic Data Processing (Engineer, System EDP)",33,1,0.01%
Italy,Flight Data Technician,51,1,0.01%
Italy,Flight Data Technician,39,1,0.01%
Italy,Flight Data Technician,30,1,0.01%
Italy,Field Traffic Data Technician,45,1,0.01%
Italy,Field Artillery Automated Tactical Data System Specialist,43,1,0.01%
Italy,Field Artillery Automated Tactical Data System Specialist,31,1,0.01%
Italy,"Engineer, System Electronic Data Processing (Engineer, System EDP)",50,1,0.01%
Italy,"Engineer, System Electronic Data Processing (Engineer, System EDP)",40,1,0.01%
Italy,Database Design Analyst,45,1,0.01%
Italy,Database Design Analyst,30,1,0.01%
Italy,Database Coordinator,53,1,0.01%
Italy,Data Security Administrator,40,1,0.01%
Italy,Data Storage Specialist,19,1,0.01%
Italy,Data Specialist,34,1,0.01%
Italy,Data Security Analyst,54,1,0.01%
Italy,Data Security Analyst,52,1,0.01%
Italy,Data Security Analyst,36,1,0.01%
Italy,Data Security Analyst,28,1,0.01%
Italy,Data Security Administrator,63,1,0.01%
Italy,Data Security Administrator,45,1,0.01%
Italy,Data Scientist,47,1,0.01%
Italy,Data Storage Specialist,29,1,0.01%
Italy,Data Scientist,45,1,0.01%
Italy,Data Scientist,39,1,0.01%
Italy,Data Scientist,38,1,0.01%
Italy,Data Scientist,33,1,0.01%
Italy,Data Scientist,32,1,0.01%
Italy,Data Scientist,30,1,0.01%
Italy,Data Scientist,29,1,0.01%
Italy,Data Scientist,27,1,0.01%
Italy,Data Storage Specialist,25,1,0.01%
Italy,Data Storage Specialist,30,1,0.01%
Italy,Data Sciences Director,43,1,0.01%
Italy,Data Systems Manager,54,1,0.01%
Italy,Data Warehouse Analyst,41,1,0.01%
Italy,Data Warehouse Analyst,34,1,0.01%
Italy,Data Warehouse Analyst,26,1,0.01%
Italy,Data Typist,58,1,0.01%
Italy,Data Typist,53,1,0.01%
Italy,Data Typist,45,1,0.01%
Italy,Data Transcriber,55,1,0.01%
Italy,Data Technician,62,1,0.01%
Italy,Data Systems Manager,51,1,0.01%
Italy,Data Storage Specialist,37,1,0.01%
Italy,Data Systems Manager,50,1,0.01%
Italy,Data Systems Manager,48,1,0.01%
Italy,Data Systems Manager,41,1,0.01%
Italy,Data Systems Manager,20,1,0.01%
Italy,Data Storage Specialist,53,1,0.01%
Italy,Data Storage Specialist,51,1,0.01%
Italy,Data Storage Specialist,49,1,0.01%
Italy,Data Storage Specialist,44,1,0.01%
Italy,Data Scientist,18,1,0.01%
Italy,Data Sciences Director,18,1,0.01%
Italy,Data Warehouse Analyst,48,1,0.01%
Italy,Data Processing Auditor,27,1,0.01%
Italy,Data Processing Manager,29,1,0.01%
Italy,Data Processing Control Clerk,51,1,0.01%
Italy,Data Processing Control Clerk,38,1,0.01%
Italy,Data Processing Consultant,40,1,0.01%
Italy,Data Processing Auxiliary Equipment Operator,40,1,0.01%
Italy,Data Processing Auditor,56,1,0.01%
Italy,Data Processing Auditor,47,1,0.01%
Italy,Data Processing Auditor,42,1,0.01%
Italy,Data Processing Auditor,22,1,0.01%
Italy,Data Processing Manager,40,1,0.01%
Italy,Data Processing Auditor,20,1,0.01%
Italy,Data Operations Director,42,1,0.01%
Italy,Data Operations Director,40,1,0.01%
Italy,Data Operations Director,34,1,0.01%
Italy,Data Operations Director,30,1,0.01%
Italy,Data Officer,53,1,0.01%
Italy,Data Officer,50,1,0.01%
Italy,Data Officer,48,1,0.01%
Italy,Data Processing Manager,33,1,0.01%
Italy,Data Processing Manager,41,1,0.01%
Italy,Data Reduction Technician,28,1,0.01%
Italy,Data Processing Systems Analyst,46,1,0.01%
Italy,Data Processor,49,1,0.01%
Italy,Data Processing Systems Project Planner,47,1,0.01%
Italy,Data Processing Systems Project Planner,45,1,0.01%
Italy,Data Processing Systems Project Planner,42,1,0.01%
Italy,Data Processing Systems Project Planner,38,1,0.01%
Italy,Data Processing Systems Project Planner,32,1,0.01%
Italy,Data Processing Systems Project Planner,31,1,0.01%
Italy,Data Processing Systems Analyst,47,1,0.01%
Italy,Data Processing Systems Analyst,42,1,0.01%
Italy,Data Processing Manager,50,1,0.01%
Italy,Data Processing Systems Analyst,35,1,0.01%
Italy,Data Processing Systems Analyst,34,1,0.01%
Italy,Data Processing Systems Analyst,31,1,0.01%
Italy,Data Processing Systems Analyst,29,1,0.01%
Italy,Data Processing Systems Analyst,28,1,0.01%
Italy,Data Processing Systems Analyst,25,1,0.01%
Italy,Data Processing Supervisor,40,1,0.01%
Italy,Data Processing Services Sales Representative,53,1,0.01%
Italy,Data Warehouse Analyst,42,1,0.01%
Italy,Data Warehouse Analyst,51,1,0.01%
Italy,Database Coordinator,49,1,0.01%
Italy,Database Administration Manager,27,1,0.01%
Italy,Database Analyst,25,1,0.01%
Italy,Database Administrator (DBA),46,1,0.01%
Italy,Database Administration Project Manager,46,1,0.01%
Italy,Database Administration Manager,57,1,0.01%
Italy,Database Administration Manager,44,1,0.01%
Italy,Database Administration Manager,41,1,0.01%
Italy,Database Administration Manager,40,1,0.01%
Italy,Database Administration Manager,37,1,0.01%
Italy,Database Administration Manager,26,1,0.01%
Austria,Automatic Data Processing Customer Liaison (ADP Customer Liaison),40,1,0.01%
Italy,Database Administration Manager,16,1,0.01%
Italy,Database Administration Associate,47,1,0.01%
Italy,Database Administration Associate,44,1,0.01%
Italy,Database Administration Associate,40,1,0.01%
Italy,Database Administration Associate,37,1,0.01%
Italy,Database Administration Associate,34,1,0.01%
Italy,Database Administration Associate,27,1,0.01%
Italy,Data Warehousing Specialist,58,1,0.01%
Italy,Database Analyst,27,1,0.01%
Italy,Database Architect,19,1,0.01%
Italy,Data Warehousing Specialist,40,1,0.01%
Italy,Database Consultant,16,1,0.01%
Italy,Database Coordinator,33,1,0.01%
Italy,Database Consultant,59,1,0.01%
Italy,Database Consultant,46,1,0.01%
Italy,Database Consultant,45,1,0.01%
Italy,Database Consultant,44,1,0.01%
Italy,Database Consultant,43,1,0.01%
Italy,Database Consultant,42,1,0.01%
Italy,Database Consultant,40,1,0.01%
Italy,Database Architect,61,1,0.01%
Italy,Database Architect,28,1,0.01%
Italy,Database Architect,52,1,0.01%
Italy,Database Architect,51,1,0.01%
Italy,Database Architect,49,1,0.01%
Italy,Database Architect,43,1,0.01%
Italy,Database Architect,40,1,0.01%
Italy,Database Architect,36,1,0.01%
Italy,Database Architect,32,1,0.01%
Italy,Database Architect,29,1,0.01%
Italy,Data Warehousing Specialist,43,1,0.01%
Italy,Data Warehousing Specialist,28,1,0.01%
Italy,Data Warehouse Architect,17,1,0.01%
Italy,Data Warehouse Architect,49,1,0.01%
Italy,Data Warehouse Specialist,26,1,0.01%
Italy,Data Warehouse Specialist,19,1,0.01%
Italy,Data Warehouse Developer,46,1,0.01%
Italy,Data Warehouse Developer,40,1,0.01%
Italy,Data Warehouse Developer,39,1,0.01%
Italy,Data Warehouse Developer,35,1,0.01%
Italy,Data Warehouse Developer,31,1,0.01%
Italy,Data Warehouse Architect,51,1,0.01%
Italy,Data Warehouse Architect,47,1,0.01%
Italy,Data Warehouse Specialist,34,1,0.01%
Italy,Data Warehouse Architect,45,1,0.01%
Italy,Data Warehouse Architect,42,1,0.01%
Italy,Data Warehouse Architect,41,1,0.01%
Italy,Data Warehouse Architect,40,1,0.01%
Italy,Data Warehouse Architect,39,1,0.01%
Italy,Data Warehouse Architect,38,1,0.01%
Italy,Data Warehouse Architect,35,1,0.01%
Italy,Data Warehouse Architect,34,1,0.01%
Italy,Data Warehouse Specialist,29,1,0.01%
Italy,Data Warehouse Specialist,35,1,0.01%
Italy,Data Warehousing Manager,57,1,0.01%
Italy,Data Warehousing Manager,28,1,0.01%
Italy,Data Warehousing Manager,55,1,0.01%
Italy,Data Warehousing Manager,50,1,0.01%
Italy,Data Warehousing Manager,46,1,0.01%
Italy,Data Warehousing Manager,45,1,0.01%
Italy,Data Warehousing Manager,43,1,0.01%
Italy,Data Warehousing Manager,41,1,0.01%
Italy,Data Warehousing Manager,39,1,0.01%
Italy,Data Warehousing Manager,33,1,0.01%
Italy,Data Warehousing Manager,26,1,0.01%
Italy,Data Warehouse Specialist,41,1,0.01%
Italy,Data Warehousing Engineer,57,1,0.01%
Italy,Data Warehousing Engineer,50,1,0.01%
Italy,Data Warehousing Engineer,49,1,0.01%
Italy,Data Warehousing Engineer,30,1,0.01%
Italy,Data Warehousing Engineer,29,1,0.01%
Italy,Data Warehouse Specialist,64,1,0.01%
Italy,Data Warehouse Specialist,51,1,0.01%
Italy,Data Warehouse Specialist,45,1,0.01%
Hungary,Data Management Associate,42,1,0.01%
Hungary,Data Keyer,37,1,0.01%
Hungary,Data Entry Technician,40,1,0.01%
Germany,Database Security Expert,42,1,0.01%
Germany,Database Administration Manager,41,1,0.01%
Germany,Database Administration Manager,36,1,0.01%
Germany,Database Administration Manager,34,1,0.01%
Germany,Database Administration Manager,33,1,0.01%
Germany,Database Administration Manager,32,1,0.01%
Germany,Database Administration Manager,29,1,0.01%
Germany,Database Administration Associate,53,1,0.01%
Germany,Database Administration Associate,52,1,0.01%
Germany,Database Administration Associate,51,1,0.01%
Germany,Database Administration Associate,47,1,0.01%
Germany,Database Administration Associate,41,1,0.01%
Germany,Database Administration Associate,40,1,0.01%
Germany,Database Administration Associate,18,1,0.01%
Germany,Data Warehousing Specialist,64,1,0.01%
Germany,Data Warehousing Specialist,53,1,0.01%
Germany,Data Warehousing Specialist,52,1,0.01%
Germany,Data Warehousing Specialist,50,1,0.01%
Germany,Data Warehousing Specialist,46,1,0.01%
Germany,Data Warehousing Specialist,32,1,0.01%
Germany,Database Administration Manager,45,1,0.01%
Germany,Database Administration Manager,46,1,0.01%
Germany,Database Administration Manager,51,1,0.01%
Germany,Database Analyst,41,1,0.01%
Germany,Database Architect,40,1,0.01%
Germany,Database Architect,31,1,0.01%
Germany,Database Architect,30,1,0.01%
Germany,Database Architect,28,1,0.01%
Germany,Database Architect,26,1,0.01%
Germany,Database Analyst,56,1,0.01%
Germany,Database Analyst,45,1,0.01%
Germany,Database Analyst,43,1,0.01%
Germany,Database Analyst,24,1,0.01%
Germany,Database Administration Manager,53,1,0.01%
Germany,Database Analyst,19,1,0.01%
Germany,Database Administrator (DBA),62,1,0.01%
Germany,Database Administrator (DBA),53,1,0.01%
Germany,Database Administrator (DBA),30,1,0.01%
Germany,Database Administrator (DBA),29,1,0.01%
Germany,Database Administration Project Manager,42,1,0.01%
Germany,Database Administration Project Manager,25,1,0.01%
Germany,Database Administration Project Manager,18,1,0.01%
Germany,Data Warehousing Manager,49,1,0.01%
Germany,Data Warehousing Manager,42,1,0.01%
Germany,Data Warehousing Manager,40,1,0.01%
Germany,Data Warehouse Developer,25,1,0.01%
Germany,Data Warehouse Developer,62,1,0.01%
